sex,math,income,cappun,height,idealheight,diff,kkardashtemp
male,no,25800,oppose,70.5,73,2.5,96
male,no,16300,oppose,68.5,71,2.5,98
male,no,28600,favor,69.9,72,2.0999999999999943,67
male,no,39600,favor,70.2,72,1.7999999999999972,100
male,no,69500,oppose,69.3,71,1.7000000000000028,86
female,no,54000,oppose,64.1,66,1.9000000000000057,2
female,yes,97300,oppose,59.6,61,1.3999999999999986,2
female,no,5200,oppose,60.6,62,1.3999999999999986,10
male,no,33400,oppose,75,78,3,97
male,no,116100,oppose,71.6,74,2.4000000000000057,99
male,no,15500,favor,65.5,68,2.5,85
male,no,46000,oppose,72.4,75,2.5999999999999943,98
female,no,57200,oppose,61.4,63,1.6000000000000014,17
male,no,22000,oppose,67,69,2,99
female,no,35900,oppose,64.9,66,1.0999999999999943,3
female,no,12700,oppose,63.9,65,1.1000000000000014,3
female,no,46400,oppose,66.4,68,1.5999999999999943,9
male,no,54100,oppose,71.5,74,2.5,93
female,no,16900,oppose,61.9,64,2.1000000000000014,2
female,no,25300,oppose,66.1,68,1.9000000000000057,2
male,no,28400,favor,66.4,69,2.5999999999999943,81
female,no,12400,oppose,66.8,68,1.2000000000000028,8
female,no,46000,oppose,66.6,68,1.4000000000000057,7
male,no,6100,favor,69.6,72,2.4000000000000057,99
male,no,80000,oppose,70.1,73,2.9000000000000057,98
female,no,68300,oppose,63.2,64,0.7999999999999972,1
female,no,30700,oppose,69,71,2,13
female,no,24100,oppose,66.6,68,1.4000000000000057,1
male,no,21500,oppose,73.8,76,2.200000000000003,89
male,no,37900,oppose,70.1,72,1.9000000000000057,100
male,no,44200,favor,69.8,72,2.200000000000003,90
female,no,6000,oppose,65.6,67,1.4000000000000057,4
female,no,26000,oppose,64.9,66,1.0999999999999943,0
male,no,2300,favor,71,73,2,94
female,no,26100,oppose,64.3,65,0.7000000000000028,16
female,no,45400,oppose,60.7,62,1.2999999999999972,18
female,no,25200,oppose,66.9,69,2.0999999999999943,0
male,no,15900,oppose,68,70,2,91
male,no,15600,favor,69.7,72,2.299999999999997,89
male,yes,36400,favor,65.6,68,2.4000000000000057,95
male,no,16800,oppose,71.8,75,3.200000000000003,91
male,no,37800,oppose,66.8,70,3.200000000000003,96
female,no,21700,oppose,67.3,69,1.7000000000000028,13
male,no,107600,oppose,64.9,67,2.0999999999999943,94
male,no,38100,oppose,74.7,77,2.299999999999997,94
female,no,54100,oppose,57.2,59,1.7999999999999972,3
male,no,74100,favor,70.5,73,2.5,93
male,no,34000,oppose,69.2,72,2.799999999999997,92
female,yes,7300,oppose,62.6,64,1.3999999999999986,3
female,yes,72100,favor,67.1,69,1.9000000000000057,3
female,no,49700,oppose,67.2,68,0.7999999999999972,4
male,no,17900,oppose,71.6,74,2.4000000000000057,85
female,no,73200,oppose,65.7,67,1.2999999999999972,13
male,no,27100,favor,67.9,70,2.0999999999999943,99
female,no,34800,oppose,64.3,66,1.7000000000000028,2
male,no,63400,favor,65.9,69,3.0999999999999943,89
female,no,14000,oppose,62,63,1,17
female,no,24500,favor,65.5,67,1.5,36
female,no,50600,favor,66.1,68,1.9000000000000057,9
female,no,5500,oppose,72.1,74,1.9000000000000057,34
female,no,37100,oppose,65.2,67,1.7999999999999972,2
male,no,8800,oppose,71.8,74,2.200000000000003,76
female,no,18100,oppose,67.7,69,1.2999999999999972,0
female,no,89300,favor,61.4,63,1.6000000000000014,2
male,no,67300,oppose,69.6,72,2.4000000000000057,89
female,no,35000,favor,63.2,65,1.7999999999999972,2
female,no,26100,oppose,67.3,69,1.7000000000000028,20
male,no,43100,oppose,73.9,76,2.0999999999999943,76
male,no,41100,oppose,60.6,63,2.3999999999999986,98
female,no,49100,oppose,68.2,70,1.7999999999999972,8
male,no,81300,oppose,71.7,74,2.299999999999997,96
male,no,29300,favor,64.7,67,2.299999999999997,89
male,no,13000,oppose,73.6,76,2.4000000000000057,88
female,no,44200,oppose,67.9,69,1.0999999999999943,10
male,no,88200,favor,72.1,74,1.9000000000000057,94
male,no,5900,favor,66.6,69,2.4000000000000057,93
female,no,2500,oppose,61.6,63,1.3999999999999986,2
male,no,80200,oppose,70.8,73,2.200000000000003,89
male,no,40700,oppose,73,76,3,94
female,no,71300,favor,65.6,67,1.4000000000000057,9
male,no,19700,oppose,71.8,74,2.200000000000003,90
male,no,40100,oppose,66.8,69,2.200000000000003,95
male,no,10800,oppose,68.5,72,3.5,97
male,yes,19400,favor,74.4,77,2.5999999999999943,88
male,no,69700,oppose,68,70,2,79
female,no,7500,oppose,63.6,65,1.3999999999999986,1
female,no,37300,oppose,68.8,70,1.2000000000000028,11
female,no,22900,oppose,65.7,67,1.2999999999999972,6
female,no,68000,oppose,66.1,68,1.9000000000000057,0
male,no,33600,favor,71.4,74,2.5999999999999943,98
female,no,24800,favor,67.7,69,1.2999999999999972,10
female,no,8400,oppose,66.3,68,1.7000000000000028,16
female,no,18300,favor,63.8,65,1.2000000000000028,12
male,yes,43300,favor,69.4,72,2.5999999999999943,89
female,no,42900,oppose,71.1,72,0.9000000000000057,2
female,no,67800,favor,65.8,67,1.2000000000000028,5
male,no,19800,oppose,70.6,73,2.4000000000000057,95
female,no,37100,oppose,59,60,1,3
male,no,39500,oppose,69.4,72,2.5999999999999943,82
female,no,7600,oppose,62.6,64,1.3999999999999986,10
female,no,40600,oppose,65.1,67,1.9000000000000057,15
female,no,45200,favor,61.2,63,1.7999999999999972,2
male,no,109200,oppose,66.4,69,2.5999999999999943,97
male,no,47700,oppose,73.6,76,2.4000000000000057,89
male,no,28600,favor,73.8,76,2.200000000000003,97
male,no,48300,oppose,71.9,75,3.0999999999999943,82
female,no,16100,oppose,56.2,58,1.7999999999999972,7
male,no,53000,oppose,76.2,79,2.799999999999997,91
male,no,24600,oppose,77.1,80,2.9000000000000057,82
male,no,44100,oppose,68.4,71,2.5999999999999943,76
female,no,31200,oppose,64.6,66,1.4000000000000057,1
male,no,22100,favor,65.7,68,2.299999999999997,87
male,no,3000,oppose,74.2,76,1.7999999999999972,90
male,no,34900,favor,66.2,69,2.799999999999997,100
female,no,51000,oppose,65.5,67,1.5,13
male,no,20500,oppose,72.4,75,2.5999999999999943,99
male,yes,14400,favor,72.4,75,2.5999999999999943,99
female,no,32200,oppose,65.1,67,1.9000000000000057,2
male,no,76000,oppose,69.6,72,2.4000000000000057,93
male,no,73800,favor,73,75,2,95
female,no,95100,favor,67.5,69,1.5,8
female,no,57200,oppose,66,68,2,2
male,no,23000,oppose,71.4,74,2.5999999999999943,85
female,no,62000,oppose,63.9,65,1.1000000000000014,3
male,no,5700,favor,68.8,71,2.200000000000003,85
female,no,58800,oppose,65,66,1,9
female,no,14700,oppose,70.1,72,1.9000000000000057,1
female,no,23400,favor,64.1,66,1.9000000000000057,2
female,no,11200,favor,68.4,70,1.5999999999999943,3
female,no,6700,oppose,65.4,67,1.5999999999999943,9
male,no,54400,favor,70.4,73,2.5999999999999943,96
male,no,63600,oppose,67.6,70,2.4000000000000057,95
male,no,53700,favor,71,73,2,95
male,no,106500,favor,66.5,69,2.5,93
female,no,2500,oppose,66.6,68,1.4000000000000057,2
male,no,11400,favor,72.8,76,3.200000000000003,94
female,no,16500,oppose,61.6,63,1.3999999999999986,4
male,no,23900,oppose,68.3,71,2.700000000000003,69
female,no,119000,oppose,67.4,69,1.5999999999999943,22
male,no,47600,oppose,77.4,80,2.5999999999999943,99
female,no,59800,oppose,66.9,68,1.0999999999999943,3
female,no,18900,oppose,69.8,72,2.200000000000003,12
female,no,17200,oppose,62.4,63,0.6000000000000014,1
female,no,34800,oppose,68.5,70,1.5,5
male,no,21700,oppose,72.3,74,1.7000000000000028,89
male,no,55600,favor,64.9,68,3.0999999999999943,89
female,no,22400,favor,64.9,66,1.0999999999999943,24
female,no,53200,oppose,62,63,1,11
male,no,55000,favor,68.1,71,2.9000000000000057,81
male,no,17700,oppose,71.9,74,2.0999999999999943,79
male,no,48700,oppose,69.8,72,2.200000000000003,92
male,no,159700,oppose,69.7,73,3.299999999999997,94
male,no,44000,oppose,72,74,2,86
male,no,27600,oppose,74.2,77,2.799999999999997,88
female,no,68100,oppose,58,59,1,10
male,no,54700,oppose,72.6,75,2.4000000000000057,96
female,no,13800,oppose,65.2,66,0.7999999999999972,23
male,no,29100,favor,73.2,75,1.7999999999999972,97
male,no,52200,oppose,73,75,2,76
female,no,74200,oppose,64.6,66,1.4000000000000057,7
male,no,38500,oppose,70.2,72,1.7999999999999972,92
female,no,38100,oppose,67.8,69,1.2000000000000028,18
male,no,29100,oppose,72.1,75,2.9000000000000057,98
female,yes,26000,oppose,62.3,63,0.7000000000000028,19
female,yes,61500,oppose,59,60,1,8
male,no,26100,oppose,70.1,73,2.9000000000000057,98
female,yes,42000,oppose,63,64,1,3
female,no,2600,oppose,65,67,2,16
female,no,23900,favor,62.3,64,1.7000000000000028,22
female,yes,53800,oppose,62,64,2,13
female,no,34400,favor,68.5,70,1.5,3
female,no,32900,oppose,63,65,2,7
male,no,40200,oppose,68.2,71,2.799999999999997,72
male,no,8100,oppose,68.1,70,1.9000000000000057,94
male,no,133600,favor,70,73,3,91
female,no,6100,oppose,67.4,69,1.5999999999999943,2
female,no,25100,oppose,69,70,1,4
female,no,41000,oppose,64,65,1,2
male,no,32300,oppose,68.7,71,2.299999999999997,51
female,no,16600,oppose,58.5,60,1.5,0
female,no,126800,oppose,65.5,67,1.5,0
female,no,16300,oppose,63.4,65,1.6000000000000014,1
female,no,39000,oppose,68.3,70,1.7000000000000028,10
male,no,47800,favor,70.8,73,2.200000000000003,95
male,no,26200,oppose,65.1,67,1.9000000000000057,93
female,no,23300,favor,62,63,1,5
female,no,67200,oppose,64.3,66,1.7000000000000028,28
female,no,19800,oppose,68,69,1,3
male,yes,51600,favor,73.9,76,2.0999999999999943,91
female,no,38000,oppose,63.4,65,1.6000000000000014,11
female,no,89700,oppose,64.6,66,1.4000000000000057,1
male,no,27600,oppose,66.2,68,1.7999999999999972,99
male,no,35400,favor,70.4,73,2.5999999999999943,97
female,no,38700,oppose,64.8,66,1.2000000000000028,7
female,no,51800,oppose,72.3,74,1.7000000000000028,10
female,no,45100,favor,62.4,64,1.6000000000000014,9
male,no,22900,oppose,74.7,77,2.299999999999997,98
male,no,34200,oppose,72.1,75,2.9000000000000057,95
female,no,36500,oppose,66.3,68,1.7000000000000028,10
female,no,68600,favor,65.7,68,2.299999999999997,21
male,yes,8200,oppose,67.2,70,2.799999999999997,88
male,no,64300,oppose,69.3,72,2.700000000000003,97
male,no,22500,oppose,66,69,3,92
female,no,16400,oppose,66.4,68,1.5999999999999943,3
female,no,26000,oppose,66.7,68,1.2999999999999972,2
female,no,74400,favor,66.6,68,1.4000000000000057,6
female,no,74400,oppose,59.6,61,1.3999999999999986,3
male,no,46300,oppose,64.6,67,2.4000000000000057,94
female,no,35300,favor,63.2,65,1.7999999999999972,3
female,no,9700,favor,64.9,66,1.0999999999999943,2
female,no,55700,oppose,64.6,66,1.4000000000000057,5
female,no,9900,oppose,69,70,1,2
female,no,4700,favor,60.3,62,1.7000000000000028,21
female,no,17200,oppose,66.6,69,2.4000000000000057,6
female,no,5200,oppose,67.2,69,1.7999999999999972,6
female,no,72800,favor,65.1,67,1.9000000000000057,11
female,no,15500,oppose,63.5,65,1.5,13
male,no,8500,oppose,70.7,74,3.299999999999997,94
female,no,29300,favor,65.1,67,1.9000000000000057,0
male,no,19700,oppose,70.7,73,2.299999999999997,96
female,no,41300,oppose,63.7,65,1.2999999999999972,2
male,no,15800,oppose,60.6,63,2.3999999999999986,95
female,no,31500,oppose,66.4,68,1.5999999999999943,11
female,no,3600,oppose,65.8,67,1.2000000000000028,36
female,no,40700,favor,58.9,61,2.1000000000000014,7
male,no,117100,favor,69,72,3,74
male,no,36000,oppose,73.7,76,2.299999999999997,96
female,no,55800,oppose,60.3,62,1.7000000000000028,2
female,no,35700,oppose,63.4,65,1.6000000000000014,3
male,no,14200,favor,72.9,76,3.0999999999999943,95
male,no,11900,favor,68.9,71,2.0999999999999943,94
female,yes,22800,oppose,66.1,67,0.9000000000000057,8
male,no,61600,oppose,68.6,71,2.4000000000000057,86
female,no,15200,oppose,66.1,68,1.9000000000000057,7
female,no,59700,oppose,64.8,66,1.2000000000000028,20
female,no,9500,favor,62.7,64,1.2999999999999972,7
male,no,20600,oppose,67.1,70,2.9000000000000057,95
male,no,81100,oppose,73.9,76,2.0999999999999943,96
male,no,38100,oppose,77.6,80,2.4000000000000057,86
male,no,22900,favor,69,72,3,98
female,no,34500,oppose,66.8,68,1.2000000000000028,7
female,no,21100,oppose,69.2,70,0.7999999999999972,9
male,no,55100,favor,71.4,74,2.5999999999999943,98
male,no,35500,oppose,75.2,79,3.799999999999997,93
female,no,105200,oppose,66.9,69,2.0999999999999943,20
female,no,27900,oppose,64.8,66,1.2000000000000028,3
male,no,17800,favor,69.6,72,2.4000000000000057,96
female,no,94300,oppose,66.7,69,2.299999999999997,11
male,no,34200,oppose,69.9,72,2.0999999999999943,93
male,no,48200,favor,70.4,73,2.5999999999999943,86
male,no,27600,favor,70.4,73,2.5999999999999943,95
male,no,102500,oppose,72.5,75,2.5,81
female,no,37800,oppose,61.7,63,1.2999999999999972,6
female,no,8800,oppose,60.4,62,1.6000000000000014,3
female,yes,39100,oppose,67.9,69,1.0999999999999943,9
male,no,36500,oppose,70.2,72,1.7999999999999972,91
female,no,39700,oppose,61.8,63,1.2000000000000028,3
male,no,40700,oppose,69.5,72,2.5,94
male,yes,62200,favor,69.3,72,2.700000000000003,99
male,no,81000,oppose,70.3,73,2.700000000000003,73
male,no,23200,oppose,69.4,72,2.5999999999999943,96
female,no,28000,oppose,60.8,63,2.200000000000003,2
male,no,73600,oppose,66.8,69,2.200000000000003,77
male,no,63500,favor,68,71,3,96
female,no,18900,oppose,66.6,68,1.4000000000000057,1
female,no,10400,oppose,70.6,72,1.4000000000000057,12
female,no,23300,oppose,66,67,1,3
male,no,9100,oppose,64.5,67,2.5,91
female,no,44600,oppose,64,66,2,1
male,no,122300,favor,70.4,72,1.5999999999999943,95
female,no,45400,oppose,67.5,69,1.5,2
male,no,52300,oppose,69.6,72,2.4000000000000057,97
female,no,17900,oppose,65,66,1,3
female,no,110300,oppose,62.3,64,1.7000000000000028,2
male,no,32500,oppose,74.4,76,1.5999999999999943,94
male,no,20200,favor,66.9,69,2.0999999999999943,99
female,no,22900,favor,66,68,2,26
female,no,41300,oppose,66.5,68,1.5,3
female,no,29500,oppose,65.8,68,2.200000000000003,5
male,no,37100,oppose,66.2,68,1.7999999999999972,94
female,no,34900,oppose,65.4,67,1.5999999999999943,18
male,no,53000,oppose,68,71,3,92
male,no,17400,oppose,61.3,64,2.700000000000003,74
female,no,32500,oppose,60.6,62,1.3999999999999986,34
male,no,26800,favor,73.3,76,2.700000000000003,85
female,no,39800,oppose,66.3,67,0.7000000000000028,22
male,no,26900,oppose,74.4,77,2.5999999999999943,99
male,no,26500,oppose,69.3,71,1.7000000000000028,83
male,no,30300,oppose,72.5,75,2.5,87
male,no,39700,oppose,64.4,67,2.5999999999999943,92
male,no,40000,oppose,66.7,69,2.299999999999997,86
male,no,34700,favor,69.5,72,2.5,95
female,no,47100,oppose,63.8,65,1.2000000000000028,23
female,no,35600,oppose,61.4,63,1.6000000000000014,0
female,no,145100,oppose,66.4,68,1.5999999999999943,1
female,no,52700,oppose,71.3,73,1.7000000000000028,5
male,no,22400,oppose,68.3,71,2.700000000000003,94
female,no,29800,favor,63.7,65,1.2999999999999972,15
male,no,2000,oppose,71.8,74,2.200000000000003,89
male,no,29000,oppose,70.8,73,2.200000000000003,91
female,no,69300,favor,64.7,66,1.2999999999999972,22
male,no,31100,oppose,70.8,73,2.200000000000003,92
male,no,30400,favor,75,78,3,96
female,no,31700,oppose,60.3,62,1.7000000000000028,3
female,no,21000,oppose,65,66,1,32
female,no,26100,oppose,66.6,68,1.4000000000000057,7
female,no,35800,oppose,63.2,65,1.7999999999999972,4
female,no,9600,oppose,64.4,65,0.5999999999999943,7
female,no,45000,favor,62,63,1,29
male,no,39700,favor,75.7,79,3.299999999999997,95
male,no,24600,favor,65.6,69,3.4000000000000057,93
male,no,48600,oppose,75.9,78,2.0999999999999943,99
female,no,73600,oppose,66.6,68,1.4000000000000057,12
male,no,108900,oppose,66.3,69,2.700000000000003,99
female,no,50900,oppose,74.6,76,1.4000000000000057,1
male,no,27600,oppose,67.5,70,2.5,94
female,no,32200,oppose,63.2,65,1.7999999999999972,4
male,no,56100,favor,66.2,69,2.799999999999997,96
female,no,44000,oppose,66.9,69,2.0999999999999943,8
female,no,44100,oppose,62.9,64,1.1000000000000014,2
female,no,29200,oppose,69.2,70,0.7999999999999972,7
female,yes,11400,oppose,66.8,68,1.2000000000000028,16
female,no,34100,oppose,63.9,65,1.1000000000000014,18
female,no,33000,oppose,69.1,71,1.9000000000000057,9
female,no,81600,oppose,67.5,69,1.5,7
female,no,24100,oppose,65,67,2,1
female,no,54700,oppose,67.4,69,1.5999999999999943,4
male,no,98600,oppose,66.9,69,2.0999999999999943,84
male,no,21800,oppose,69.7,73,3.299999999999997,83
female,no,66200,favor,60.8,62,1.2000000000000028,4
female,no,65000,oppose,66,67,1,5
male,no,120300,favor,69.7,73,3.299999999999997,97
male,yes,69600,favor,66.4,69,2.5999999999999943,96
male,no,44300,favor,69.5,72,2.5,98
female,no,60600,oppose,67.1,69,1.9000000000000057,5
male,no,44100,oppose,71.6,74,2.4000000000000057,76
male,no,24300,favor,68.7,71,2.299999999999997,79
female,no,32700,oppose,59.9,61,1.1000000000000014,15
female,no,24000,favor,66.3,67,0.7000000000000028,6
male,no,6400,favor,66.6,69,2.4000000000000057,80
male,no,75300,favor,68.6,71,2.4000000000000057,99
male,no,40500,favor,65.7,69,3.299999999999997,96
male,no,4900,favor,67.1,70,2.9000000000000057,94
male,no,34800,oppose,72.2,75,2.799999999999997,96
female,no,17500,oppose,62.3,64,1.7000000000000028,22
male,no,31200,favor,64.6,67,2.4000000000000057,93
female,no,81400,oppose,61.2,63,1.7999999999999972,3
female,no,52400,oppose,69.7,71,1.2999999999999972,0
female,no,29200,oppose,67.2,69,1.7999999999999972,4
male,no,35300,oppose,70.3,73,2.700000000000003,86
female,no,88800,oppose,66.4,68,1.5999999999999943,2
male,yes,29600,oppose,75.9,79,3.0999999999999943,94
male,no,35300,favor,74.1,76,1.9000000000000057,95
female,no,70800,oppose,67.5,69,1.5,1
female,no,37500,favor,69.5,72,2.5,3
male,no,33300,oppose,75.8,78,2.200000000000003,74
female,no,50100,favor,65.1,67,1.9000000000000057,11
female,no,12300,oppose,64.8,66,1.2000000000000028,5
male,no,39200,oppose,72,74,2,90
female,no,47800,oppose,63.4,65,1.6000000000000014,3
male,no,71700,oppose,68.2,71,2.799999999999997,91
female,no,48700,oppose,67.7,69,1.2999999999999972,1
female,no,78600,favor,68.7,70,1.2999999999999972,6
female,no,30800,favor,63.9,65,1.1000000000000014,1
male,no,20500,oppose,70.7,73,2.299999999999997,97
male,no,27600,favor,68.7,71,2.299999999999997,94
female,no,59000,oppose,65.4,67,1.5999999999999943,4
male,no,10300,oppose,72.2,75,2.799999999999997,86
male,no,74000,favor,70.2,73,2.799999999999997,92
female,no,51800,oppose,71,72,1,9
male,no,33600,favor,67.4,71,3.5999999999999943,90
female,no,45200,oppose,62.2,64,1.7999999999999972,9
male,no,35600,favor,62.9,65,2.1000000000000014,98
male,no,16500,favor,68.5,71,2.5,97
male,no,35000,favor,69.4,72,2.5999999999999943,72
male,no,29400,oppose,65.1,68,2.9000000000000057,99
female,no,75200,oppose,68.9,71,2.0999999999999943,12
male,no,10300,favor,66.7,69,2.299999999999997,89
male,no,18600,oppose,71.2,74,2.799999999999997,69
female,no,18200,oppose,64.4,66,1.5999999999999943,1
female,no,83000,oppose,66.3,68,1.7000000000000028,9
female,yes,3700,oppose,67.1,68,0.9000000000000057,13
male,no,18400,oppose,74.4,77,2.5999999999999943,74
female,no,39100,oppose,65,66,1,9
female,no,22600,oppose,66.2,68,1.7999999999999972,3
male,yes,69300,oppose,68.7,71,2.299999999999997,88
male,no,23700,oppose,66.5,69,2.5,87
male,no,19300,favor,74.2,77,2.799999999999997,79
male,no,24900,favor,75.4,78,2.5999999999999943,77
female,no,5200,oppose,71.2,72,0.7999999999999972,2
female,yes,64300,oppose,64.3,65,0.7000000000000028,18
male,no,26500,favor,65.6,68,2.4000000000000057,93
female,no,19200,oppose,65.6,67,1.4000000000000057,8
female,no,51700,oppose,64.4,66,1.5999999999999943,24
male,no,41700,oppose,65,67,2,96
female,no,40900,favor,65.4,67,1.5999999999999943,2
male,no,22000,oppose,68.2,71,2.799999999999997,100
male,no,2600,favor,67.5,70,2.5,94
male,no,35000,oppose,65.7,68,2.299999999999997,98
male,no,83500,oppose,70.9,74,3.0999999999999943,96
female,no,47700,oppose,65.2,67,1.7999999999999972,1
male,no,57000,oppose,69.4,72,2.5999999999999943,98
female,no,34000,oppose,60.4,62,1.6000000000000014,33
male,yes,33000,oppose,70.2,72,1.7999999999999972,93
female,no,40200,favor,61.7,63,1.2999999999999972,4
female,no,3800,oppose,68.2,70,1.7999999999999972,7
female,no,51200,favor,64,65,1,1
female,no,19200,oppose,62.9,64,1.1000000000000014,10
